Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog
792,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,31,1986,24.7,1054,49,277,697,111,7,1045,6,7,85.7,6,0,589,2027,775,24,5,0,10,16,588,535,91.0,15
793,Aitor Fernández\Aitor-Fernandez,es ESP,GK,Levante,es La Liga,27,1991,16.0,508,445,508,0,0,0,293,0,0,,0,0,178,1046,736,0,0,0,0,0,112,109,97.3,0
794,Andrés Fernández\Andres-Fernandez,es ESP,GK,Villarreal,es La Liga,31,1986,6.0,207,182,207,1,0,0,131,0,1,0.0,0,0,83,567,327,0,0,0,0,0,68,68,100.0,0
795,Borja Fernández\Borja-Fernandez,es ESP,MFDF,Valladolid,es La Liga,37,1981,9.3,496,43,174,300,46,11,485,2,2,100.0,2,0,277,1144,499,17,3,1,9,2,312,280,89.7,11
796,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,eng Premier League,29,1989,16.5,814,134,502,327,28,16,795,2,2,100.0,2,0,453,2160,1035,16,2,0,3,4,452,436,96.5,12
797,Joaquín Fernández\Joaquin-Fernandez,es ESP,DFMF,Valladolid,es La Liga,22,1996,9.3,405,58,203,200,19,9,395,1,1,100.0,1,0,224,1097,388,7,2,0,1,1,229,219,95.6,8
798,Fernandinho\Fernandinho,br BRA,MF,Manchester City,eng Premier League,33,1985,26.4,2349,100,514,1574,447,21,2320,8,18,44.4,12,0,1799,8888,5161,219,68,3,17,21,1808,1760,97.3,52
799,Juan Ferney Otero\Juan-Ferney-Otero,co COL,FWMF,Amiens,fr Ligue 1,23,1995,24.2,1108,19,157,494,564,76,1067,57,99,57.6,62,1,873,4580,2807,127,48,12,72,53,1081,760,70.3,201
800,Alex Ferrari\Alex-Ferrari,it ITA,DF,Sampdoria,it Serie A,24,1994,6.0,390,52,164,225,20,6,372,1,3,33.3,1,0,237,1289,690,25,4,0,2,1,249,244,98.0,2
801,David Ferreiro\David-Ferreiro,es ESP,FWMF,Huesca,es La Liga,30,1988,25.3,1293,18,183,534,659,79,1143,43,62,69.4,44,0,929,6504,3658,187,47,27,49,25,1134,817,72.0,174
802,Facundo Ferreyra\Facundo-Ferreyra,ar ARG,FWMF,Espanyol,es La Liga,27,1991,2.3,75,4,7,30,39,13,72,0,0,,0,0,36,126,43,3,0,0,6,3,111,51,45.9,27
803,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Lyon,fr Ligue 1,26,1992,1.3,111,4,23,69,26,3,111,3,5,60.0,3,0,99,564,257,9,2,1,4,2,89,85,95.5,7
804,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Nîmes,fr Ligue 1,26,1992,20.8,1286,15,235,869,312,23,1265,32,53,60.4,33,1,975,6130,3398,126,36,3,27,32,961,846,88.0,54
805,Oliver Fink\Oliver-Fink,de GER,MF,Düsseldorf,de Bundesliga,36,1982,11.7,560,28,145,296,149,26,555,10,16,62.5,13,2,318,1266,640,23,5,3,23,28,490,348,71.0,81
806,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,de Bundesliga,29,1989,14.8,491,13,29,247,230,90,451,11,20,55.0,11,1,296,1177,632,37,4,12,33,26,682,345,50.6,164
807,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,eng Premier League,26,1991,29.0,1647,19,98,826,830,184,1622,54,78,69.2,60,5,1370,5499,2754,160,55,19,75,62,1763,1327,75.3,366
808,Junior Firpo\Junior-Firpo,es ESP,DFMF,Betis,es La Liga,21,1996,21.5,1356,54,328,611,494,93,1192,23,43,53.5,29,3,912,4360,2760,132,34,22,21,19,985,875,88.8,102
809,Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Getafe,es La Liga,34,1984,5.0,162,5,23,114,27,3,159,0,0,,0,0,76,236,48,0,0,0,2,3,93,76,81.7,5
810,Mark Flekken\Mark-Flekken,nl NED,GK,Freiburg,de Bundesliga,25,1993,1.0,31,31,31,0,0,0,25,0,0,,0,0,21,53,20,0,0,0,0,0,20,20,100.0,0
811,Sergio Floccari\Sergio-Floccari,it ITA,FW,SPAL,it Serie A,36,1981,10.8,379,3,34,186,190,52,362,10,19,52.6,12,0,281,1628,518,27,11,5,37,21,456,280,61.4,104
812,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DFFW,Roma,it Serie A,27,1991,24.2,1703,85,495,807,528,47,1451,12,33,36.4,17,0,1050,5836,3735,158,53,10,13,9,1122,1012,90.2,56
813,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,eng Premier League,18,2000,3.7,279,1,16,144,142,29,275,9,15,60.0,9,0,218,1228,654,38,13,5,3,3,270,228,84.4,47
814,Guessouma Fofana\Guessouma-Fofana,fr FRA,MF,Guingamp,fr Ligue 1,25,1992,5.3,189,10,44,114,41,3,189,3,10,30.0,4,0,108,405,194,12,4,0,5,4,120,93,77.5,5
815,Guessouma Fofana\Guessouma-Fofana,fr FRA,MF,Amiens,fr Ligue 1,25,1992,2.1,79,3,21,48,12,1,77,1,1,100.0,1,0,49,195,116,3,1,0,3,1,54,48,88.9,4
816,Seko Fofana\Seko-Fofana,ci CIV,MF,Udinese,it Serie A,23,1995,29.3,1494,36,282,872,450,64,1479,66,92,71.7,70,1,1282,7286,3400,151,43,16,51,63,1290,1092,84.7,147
817,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2000,1.8,112,14,58,57,3,0,101,1,1,100.0,1,0,67,220,88,2,0,0,1,0,60,58,96.7,1
818,Youssouf Fofana\Youssouf-Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,19,1999,10.1,469,16,111,296,116,10,457,21,28,75.0,24,0,373,1989,1239,52,25,3,20,16,356,315,88.5,25
819,Thomas Foket\Thomas-Foket,be BEL,DF,Reims,fr Ligue 1,23,1994,32.0,1736,105,625,785,432,14,1415,20,33,60.6,20,0,930,5150,2785,115,41,2,24,13,958,846,88.3,50
820,Thomas Fontaine\Thomas-Fontaine,mg MAD,DFMF,Reims,fr Ligue 1,27,1991,4.7,244,45,158,95,8,2,239,2,2,100.0,2,0,154,654,327,3,0,0,0,2,149,147,98.7,1
821,José Fonte\Jose-Fonte,pt POR,DF,Lille,fr Ligue 1,34,1983,34.6,2524,222,1158,1420,124,48,2434,8,10,80.0,9,0,1695,9233,5499,160,23,0,3,10,1782,1748,98.1,40
822,Rui Fonte\Rui-Fonte,pt POR,FW,Lille,fr Ligue 1,28,1990,7.0,269,8,18,144,124,24,255,4,6,66.7,4,1,154,634,276,12,5,2,11,12,291,178,61.2,67
823,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,Villarreal,es La Liga,22,1996,27.5,1565,39,227,795,662,74,1533,52,91,57.1,57,4,1203,5448,2872,149,54,12,57,53,1503,1144,76.1,234
824,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,26,1991,13.9,693,7,50,369,351,47,630,22,38,57.9,23,1,537,2715,1539,95,46,13,36,27,656,503,76.7,124
825,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,eng Premier League,30,1988,1.0,27,25,26,1,0,0,16,0,0,,0,0,9,64,32,0,0,0,0,0,7,7,100.0,0
826,Steven Fortes\Steven-Fortes,cv CPV,DF,Toulouse,fr Ligue 1,26,1992,1.5,69,17,49,22,1,0,67,0,0,,0,0,33,186,124,0,0,0,0,0,40,38,95.0,0
827,Iver Fossum\Iver-Fossum,no NOR,MFFW,Hannover 96,de Bundesliga,22,1996,5.1,293,8,66,158,84,7,260,2,3,66.7,2,0,177,692,315,9,2,0,3,5,208,178,85.6,10
828,Ben Foster\Ben-Foster,eng ENG,GK,Watford,eng Premier League,35,1983,38.0,1373,1131,1344,32,1,0,891,0,0,,0,0,580,3459,2208,0,0,0,0,0,431,429,99.5,0
829,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Fulham,eng Premier League,20,1998,8.8,549,37,190,272,121,8,493,9,12,75.0,9,0,373,1739,990,48,24,3,7,4,378,359,95.0,13
830,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,MFFW,Getafe,es La Liga,25,1993,20.0,735,24,163,370,259,47,700,27,56,48.2,33,3,454,2163,1222,52,27,8,41,42,574,374,65.2,103
831,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,eng Premier League,20,1998,9.9,721,93,334,388,52,7,696,22,24,91.7,22,2,503,2548,1501,47,13,1,7,8,491,472,96.1,4
832,Raphael Framberger\Raphael-Framberger,de GER,DFMF,Augsburg,de Bundesliga,22,1995,6.1,345,23,92,161,117,6,281,7,9,77.8,7,0,189,1290,654,34,9,2,5,8,189,163,86.2,14
833,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,eng Premier League,33,1985,13.7,966,86,375,436,200,13,833,4,6,66.7,4,0,503,2223,1075,40,14,1,11,8,598,540,90.3,27
834,Mike Frantz\Mike-Frantz,de GER,MFFW,Freiburg,de Bundesliga,31,1986,24.6,876,35,236,475,218,38,837,4,10,40.0,5,0,555,2675,1298,51,13,8,28,19,739,556,75.2,70
835,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,eng Premier League,24,1994,35.2,1807,38,254,722,947,125,1604,22,44,50.0,25,1,1317,6933,4128,216,63,36,44,49,1594,1274,79.9,230
836,Pierluigi Frattali\Pierluigi-Frattali,it ITA,GK,Parma,it Serie A,32,1985,1.0,42,41,42,0,0,0,27,0,0,,0,0,17,44,26,0,0,0,0,0,14,14,100.0,0
837,Fred\Fred,br BRA,MF,Manchester Utd,eng Premier League,25,1993,11.6,924,24,204,616,171,11,898,11,20,55.0,13,2,692,3135,1577,71,22,4,14,17,697,647,92.8,29
838,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,eng Premier League,25,1992,12.1,697,62,244,320,168,18,596,8,12,66.7,8,0,365,1899,1137,52,19,9,7,5,396,359,90.7,17
839,Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,it Serie A,26,1992,33.6,2669,65,465,1633,796,68,2577,36,52,69.2,39,0,2001,11476,6113,300,103,9,38,46,2030,1878,92.5,92
840,Nicolas Frey\Nicolas-Frey,fr FRA,DF,Chievo,it Serie A,34,1984,2.5,150,25,66,73,13,0,125,0,0,,0,0,80,277,143,5,0,0,0,0,78,77,98.7,0
841,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,de Bundesliga,20,1998,5.3,339,34,123,193,32,1,305,1,3,33.3,1,0,210,926,451,14,2,0,2,1,211,203,96.2,2
842,Alexander Fuchs\Alexander-Fuchs,de GER,MF,Nürnberg,de Bundesliga,21,1997,7.3,319,10,62,172,106,13,318,7,12,58.3,7,0,247,1196,673,40,7,0,10,10,263,215,81.7,33
843,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,eng Premier League,32,1986,2.3,181,7,48,68,72,2,154,1,1,100.0,1,0,115,370,225,9,3,0,3,2,120,107,89.2,14
844,Javi Fuego\Javi-Fuego,es ESP,MF,Villarreal,es La Liga,34,1984,2.6,166,14,47,108,16,0,157,3,4,75.0,3,0,97,324,147,7,0,0,1,2,109,98,89.9,4
845,Angelo Fulgini\Angelo-Fulgini,fr FRA,MFFW,Angers,fr Ligue 1,21,1996,18.2,1057,25,190,512,436,69,1001,37,66,56.1,38,2,803,3704,2127,106,34,8,33,53,901,733,81.4,145
846,Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Hannover 96,de Bundesliga,25,1993,12.4,531,13,32,296,232,59,496,6,13,46.2,9,0,292,1255,689,31,16,6,34,23,652,418,64.1,156
847,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Villarreal,es La Liga,27,1991,29.2,1553,210,825,740,91,25,1519,15,20,75.0,16,0,951,5882,3194,104,26,1,5,7,902,877,97.2,21
848,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,eng Premier League,26,1991,5.3,176,4,27,75,91,18,174,3,10,30.0,5,0,117,585,271,17,7,2,3,1,231,122,52.8,26
849,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FW,Sampdoria,it Serie A,26,1991,9.0,410,7,23,166,242,44,382,9,13,69.2,10,1,293,1338,572,40,11,7,19,12,489,317,64.8,95
850,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,MF,Eint Frankfurt,de Bundesliga,23,1995,18.1,821,14,114,455,330,51,797,26,49,53.1,30,2,577,3166,1962,85,43,8,31,22,655,515,78.6,119
851,Gianluca Gaetano\Gianluca-Gaetano,it ITA,FW,Napoli,it Serie A,18,2000,0.1,16,0,2,3,11,3,16,0,0,,0,0,10,42,14,1,0,1,1,2,16,14,87.5,6
852,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,Inter,it Serie A,24,1994,12.1,952,29,157,610,246,34,940,8,12,66.7,8,0,661,2905,1649,71,30,1,20,14,798,724,90.7,68
853,Riccardo Gagliolo\Riccardo-Gagliolo,se SWE,DF,Parma,it Serie A,28,1990,33.8,1826,332,947,795,187,25,1646,8,13,61.5,9,2,958,4888,2878,67,16,0,16,7,925,893,96.5,20
854,Milan Gajić\Milan-Gajic,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,1.0,61,6,25,25,13,1,49,0,1,0.0,0,0,32,103,44,0,0,0,0,3,35,31,88.6,2
855,Javi Galán\Javi-Galan,es ESP,DFMF,Huesca,es La Liga,23,1994,16.0,863,48,271,399,261,25,697,23,45,51.1,26,0,480,2921,1919,86,31,8,18,25,456,382,83.8,26
856,Sam Gallagher\Sam-Gallagher,eng ENG,FW,Southampton,eng Premier League,22,1995,0.4,15,2,3,7,5,0,15,0,0,,0,0,4,0,0,0,0,0,1,2,35,9,25.7,2
857,Álex Gallar\Alex-Gallar,es ESP,MFFW,Huesca,es La Liga,26,1992,11.2,607,13,94,302,269,30,540,28,52,53.8,30,3,470,2239,1133,52,21,5,27,22,532,410,77.1,83
858,Enric Gallego\Enric-Gallego,es ESP,FW,Huesca,es La Liga,31,1986,17.1,617,31,49,314,285,71,584,19,41,46.3,21,3,341,1240,641,29,15,2,65,26,901,415,46.1,154
859,Álex Gálvez\Alex-Galvez,es ESP,DF,Rayo Vallecano,es La Liga,29,1989,15.7,857,121,534,342,19,11,811,2,2,100.0,2,0,478,2385,1205,25,3,0,1,0,463,456,98.5,7
860,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,es La Liga,31,1987,17.9,614,6,38,268,353,109,582,14,30,46.7,16,0,431,2528,1406,76,26,25,40,31,848,469,55.3,211
861,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,eng Premier League,28,1989,31.4,2130,83,516,1396,361,18,2089,22,29,75.9,23,1,1479,8077,3664,134,42,4,18,33,1379,1302,94.4,43
862,Ignatius Ganago\Ignatius-Ganago,cm CMR,FW,Nice,fr Ligue 1,19,1999,11.5,334,9,34,160,155,62,319,19,28,67.9,21,0,259,1104,558,29,8,13,25,16,441,262,59.4,86
863,Cristian Ganea\Cristian-Ganea,ro ROU,MF,Athletic Club,es La Liga,26,1992,0.5,16,2,4,5,7,0,15,0,0,,0,0,9,33,18,2,0,0,1,0,10,8,80.0,1
864,Ganso\Ganso,br BRA,MFFW,Amiens,fr Ligue 1,28,1989,5.8,380,5,36,236,128,3,342,6,8,75.0,6,0,290,1106,437,25,12,0,11,8,309,274,88.7,32
865,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,Valencia,es La Liga,31,1986,23.7,1324,200,703,645,62,26,1280,1,2,50.0,1,0,766,5288,2740,65,8,0,2,1,822,800,97.3,20
866,Borja Garcés\Borja-Garces,es ESP,FWMF,Atlético Madrid,es La Liga,18,1999,0.2,9,0,0,1,8,4,9,0,0,,0,0,7,19,9,1,0,1,1,0,6,6,100.0,3
867,Alberto García\Alberto-Garcia,es ESP,GK,Rayo Vallecano,es La Liga,33,1985,17.0,581,512,579,5,0,0,397,0,0,,0,0,283,1518,824,0,0,0,1,0,209,208,99.5,0
868,Aleix García\Aleix-Garcia,es ESP,MF,Girona,es La Liga,21,1997,18.5,1297,30,271,778,315,10,1204,16,28,57.1,17,0,930,3844,1744,72,24,0,9,23,977,890,91.1,68
869,Álvaro García\Alvaro-Garcia,es ESP,FWMF,Rayo Vallecano,es La Liga,25,1992,19.6,692,31,138,238,367,76,676,12,29,41.4,13,1,491,3043,1794,102,24,20,26,21,697,451,64.7,140
870,Borja García\Borja-Garcia,es ESP,FWMF,Girona,es La Liga,27,1990,29.2,1717,22,266,1100,475,44,1687,43,68,63.2,48,2,1394,6126,2886,156,55,6,62,49,1584,1288,81.3,191
871,Dani García\Dani-Garcia,es ESP,MF,Athletic Club,es La Liga,28,1990,27.5,1619,83,419,1123,151,2,1583,4,9,44.4,5,1,989,3649,1782,58,21,0,4,11,1025,974,95.0,15
872,Javi García\Javi-Garcia,es ESP,DFMF,Betis,es La Liga,31,1987,5.8,502,51,166,341,22,2,496,5,5,100.0,5,1,383,2063,1099,39,3,0,1,3,399,391,98.0,3
873,Manu García\Manu-Garcia,es ESP,MF,Alavés,es La Liga,32,1986,25.9,1264,84,324,779,208,45,1245,13,19,68.4,13,2,686,2575,1190,58,16,3,22,26,838,694,82.8,62
874,Manu García\Manu-Garcia,es ESP,MF,Toulouse,fr Ligue 1,20,1998,20.5,1173,16,180,715,371,22,1164,42,65,64.6,47,2,976,4361,2368,117,35,4,34,30,1040,905,87.0,93
875,Raúl García\Raul-Garcia,es ESP,MFFW,Athletic Club,es La Liga,32,1986,26.3,1333,40,155,679,561,119,1318,15,31,48.4,18,2,732,2793,1324,71,26,7,68,32,1321,900,68.1,235
876,Raúl García\Raul-Garcia,es ESP,DF,Girona,es La Liga,29,1989,9.4,629,38,232,288,152,12,511,10,14,71.4,11,0,347,2043,1179,56,18,1,10,5,354,317,89.5,17
877,Raúl García\Raul-Garcia,es ESP,DF,Leganés,es La Liga,29,1989,4.2,178,25,85,80,21,1,147,1,1,100.0,1,0,69,396,185,7,4,0,3,2,65,61,93.8,2
878,Sergio García\Sergio-Garcia,es ESP,FWMF,Espanyol,es La Liga,35,1983,16.5,711,9,75,308,403,83,663,24,43,55.8,26,3,558,2612,1527,98,38,18,34,48,782,532,68.0,169
879,James Garner\James-Garner,eng ENG,MF,Manchester Utd,eng Premier League,17,2001,0.0,1,1,1,0,0,0,1,0,0,,0,0,1,19,0,0,0,0,0,0,0,0,,0
880,Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,es La Liga,27,1990,28.9,1639,125,537,766,424,66,1385,13,32,40.6,16,3,860,3782,2347,98,38,10,14,4,996,872,87.6,78
881,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,26,1992,3.0,113,104,112,1,0,0,83,0,0,,0,0,53,138,56,0,0,0,0,0,55,55,100.0,0
882,Marcello Gazzola\Marcello-Gazzola,it ITA,DFMF,Parma,it Serie A,33,1985,10.2,475,25,137,210,148,6,408,7,15,46.7,7,1,241,1080,479,24,7,0,2,4,312,273,87.5,17
883,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Mainz 05,de Bundesliga,22,1995,29.7,1671,63,362,1064,388,27,1636,47,84,56.0,51,1,1275,7588,4035,173,54,9,32,52,1197,1061,88.6,95
884,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,eng Premier League,27,1990,38.0,1169,1096,1167,3,1,0,758,0,0,,0,0,505,2326,1281,0,0,0,0,0,426,422,99.1,0
885,Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,31,1986,31.3,2023,107,519,1008,607,51,1723,16,23,69.6,16,0,1164,4774,2596,118,55,2,23,24,1342,1175,87.6,85
886,Dennis Geiger\Dennis-Geiger,de GER,MFFW,Hoffenheim,de Bundesliga,20,1998,2.7,172,4,31,106,50,6,162,2,3,66.7,2,0,130,654,384,21,5,2,0,4,141,124,87.9,8
887,Jérémy Gélin\Jeremy-Gelin,fr FRA,DFMF,Rennes,fr Ligue 1,21,1997,14.2,909,45,346,558,54,4,886,7,9,77.8,7,0,654,2544,1461,33,3,0,2,1,629,620,98.6,6
888,Romain Genevois\Romain-Genevois,ht HAI,DF,Caen,fr Ligue 1,30,1987,4.0,203,23,112,86,15,0,185,1,1,100.0,1,0,111,410,224,7,0,0,2,1,118,109,92.4,1
889,Christian Gentner\Christian-Gentner,de GER,MF,Stuttgart,de Bundesliga,32,1985,22.4,1301,49,281,700,393,50,1280,12,30,40.0,13,0,829,4050,1948,101,32,3,35,20,990,865,87.4,62
890,Yannick Gerhardt\Yannick-Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,24,1994,27.3,1355,53,257,725,477,88,1329,17,32,53.1,18,3,932,5407,2887,120,46,9,40,43,1150,920,80.0,194
891,Valère Germain\Valere-Germain,fr FRA,FW,Marseille,fr Ligue 1,28,1990,24.1,846,34,89,418,354,110,811,2,9,22.2,2,1,454,1262,417,24,9,4,46,19,1080,593,54.9,181
892,Gerson\Gerson,br BRA,MFFW,Fiorentina,it Serie A,21,1997,27.0,1480,47,260,919,422,63,1454,28,47,59.6,30,1,1105,6108,3405,183,60,14,31,51,1192,1005,84.3,137
893,Gervinho\Gervinho,ci CIV,FW,Parma,it Serie A,31,1987,25.6,860,6,119,424,454,113,849,80,157,51.0,89,7,790,4818,3089,147,54,36,66,56,1012,641,63.3,172
894,Willem Geubbels\Willem-Geubbels,fr FRA,MF,Monaco,fr Ligue 1,16,2001,0.1,4,0,0,1,3,0,4,0,0,,0,0,3,11,0,0,0,0,0,0,3,2,66.7,2
895,Lamine Ghezali\Lamine-Ghezali,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,19,1999,0.5,40,3,10,14,22,6,39,1,4,25.0,1,0,31,272,222,8,4,1,2,3,39,29,74.4,6
896,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,FWMF,Leicester City,eng Premier League,26,1992,8.3,581,8,63,284,281,27,541,14,23,60.9,16,1,445,2503,1274,57,20,9,16,23,473,412,87.1,77
897,Paolo Ghiglione\Paolo-Ghiglione,it ITA,MFDF,Frosinone,it Serie A,21,1997,5.7,305,24,109,123,93,11,268,3,11,27.3,3,1,203,1093,624,22,6,3,3,9,203,180,88.7,16
898,Saman Ghoddos\Saman-Ghoddos,ir IRN,FWMF,Amiens,fr Ligue 1,24,1993,20.3,840,14,107,384,409,28,718,18,36,50.0,19,0,542,2677,1453,65,28,3,43,25,766,500,65.3,130
899,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,Napoli,it Serie A,27,1991,12.8,1102,24,181,521,456,25,925,4,9,44.4,4,0,712,3417,2094,114,26,3,10,6,832,757,91.0,55
900,Emanuele Giaccherini\Emanuele-Giaccherini,it ITA,MFFW,Chievo,it Serie A,33,1985,22.3,1336,20,160,678,614,61,1217,26,47,55.3,28,0,978,5252,3082,159,67,16,39,54,1204,941,78.2,195
901,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,eng Premier League,18,2000,7.4,416,4,62,228,161,17,399,13,22,59.1,15,1,322,1543,787,41,18,1,16,19,423,315,74.5,62
902,Ben Gibson\Ben-Gibson,eng ENG,DF,Burnley,eng Premier League,25,1993,0.7,38,5,14,23,2,1,37,1,1,100.0,1,0,26,137,42,0,0,0,0,0,23,21,91.3,0
903,Fabian Giefer\Fabian-Giefer,de GER,GK,Augsburg,de Bundesliga,28,1990,4.0,121,105,121,0,0,0,93,0,0,,0,0,64,296,181,0,0,0,0,0,47,47,100.0,0
904,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Düsseldorf,de Bundesliga,26,1991,28.8,1654,86,616,709,420,37,1404,12,23,52.2,14,1,968,4999,2524,94,29,7,23,11,1035,957,92.5,74
905,Daniel Ginczek\Daniel-Ginczek,de GER,FW,Wolfsburg,de Bundesliga,27,1991,14.2,508,19,62,252,229,69,501,12,21,57.1,16,0,343,1437,648,40,11,13,34,27,575,361,62.8,138
906,Matthias Ginter\Matthias-Ginter,de GER,DF,M'Gladbach,de Bundesliga,24,1994,26.4,1993,166,941,1135,125,34,1945,1,3,33.3,2,0,1484,10816,7360,227,34,0,4,6,1549,1523,98.3,26
907,Andrei Girotto\Andrei-Girotto,br BRA,MF,Nantes,fr Ligue 1,26,1992,16.4,1031,52,304,644,141,11,1011,6,9,66.7,6,0,593,2638,1326,60,20,1,6,8,648,610,94.1,26
908,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,eng Premier League,31,1986,9.4,345,6,14,135,201,73,340,2,3,66.7,2,0,209,351,114,3,3,0,28,8,512,293,57.2,145
909,Kamil Glik\Kamil-Glik,pl POL,DF,Monaco,fr Ligue 1,30,1988,33.0,1968,214,1104,966,52,27,1910,2,2,100.0,2,0,1183,6657,4454,96,8,0,2,1,1288,1252,97.2,23
910,Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,23,1995,19.6,1147,11,108,464,681,162,1128,53,106,50.0,60,5,950,4587,2781,167,51,34,44,50,1113,913,82.0,200
911,Joris Gnagnon\Joris-Gnagnon,fr FRA,DFMF,Sevilla,es La Liga,21,1997,5.0,313,17,112,185,38,6,299,4,4,100.0,4,0,222,1203,617,26,8,0,4,4,218,208,95.4,6
912,Eddy Gnahoré\Eddy-Gnahore,fr FRA,MF,Amiens,fr Ligue 1,24,1993,24.9,1410,40,271,906,332,69,1370,23,33,69.7,24,1,1070,5552,2546,104,35,5,22,46,1144,984,86.0,96
913,Massimo Gobbi\Massimo-Gobbi,it ITA,DF,Parma,it Serie A,37,1980,13.1,725,66,260,367,150,5,591,1,3,33.3,1,0,413,2143,1214,45,18,2,6,3,406,378,93.1,13
914,Kevin Goden\Kevin-Goden,de GER,DFFW,Nürnberg,de Bundesliga,19,1999,3.0,136,11,49,58,33,2,110,2,3,66.7,2,0,59,189,101,6,0,1,3,0,82,60,73.2,6
915,Diego Godín\Diego-Godin,uy URU,DF,Atlético Madrid,es La Liga,32,1986,27.9,1365,209,741,636,60,28,1321,13,16,81.3,14,0,752,3979,2258,48,9,0,7,1,767,731,95.3,20
916,Mauro Goicoechea\Mauro-Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,30,1988,7.9,280,256,278,2,0,0,183,0,0,,0,0,124,554,355,0,0,0,0,0,86,85,98.8,0
917,Edoardo Goldaniga\Edoardo-Goldaniga,it ITA,DF,Frosinone,it Serie A,24,1993,29.0,1437,146,738,648,137,14,1260,9,15,60.0,10,1,769,3920,2298,68,19,0,5,7,778,741,95.2,11
918,Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,Atalanta,it Serie A,23,1995,20.0,633,557,628,7,0,0,455,0,0,,0,0,338,1725,801,1,0,0,0,0,259,259,100.0,0
919,Aleksandr Golovin\Aleksandr-Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,22,1996,25.4,1425,14,156,768,653,75,1389,44,75,58.7,48,0,1144,7512,3660,199,73,18,34,37,1292,1046,81.0,211
920,André Gomes\Andre-Gomes,pt POR,MF,Everton,eng Premier League,25,1993,22.0,1460,49,317,954,314,34,1426,34,50,68.0,37,1,1144,6259,2814,117,31,7,21,41,1090,1008,92.5,41
921,Angel Gomes\Angel-Gomes,eng ENG,MFFW,Manchester Utd,eng Premier League,17,2000,0.3,27,0,2,14,12,1,27,0,0,,0,0,23,121,73,5,1,1,0,1,27,22,81.5,1
